step,t,max_u
1081,5.06718750e+00,3.4689167120134767e-01
1082,5.07187500e+00,3.4689769512128765e-01
1083,5.07656250e+00,3.4689223332330776e-01
1084,5.08125000e+00,3.4690040283827195e-01
1085,5.08593750e+00,3.4689471047079390e-01
1086,5.09062500e+00,3.4690180640709017e-01
1087,5.09531250e+00,3.4689189931817987e-01
1088,5.10000000e+00,3.4690110226269405e-01
1089,5.10468750e+00,3.4689259185364019e-01
1090,5.10937500e+00,3.4690224282246301e-01
1091,5.11406250e+00,3.4689203910744909e-01
1092,5.11875000e+00,3.4690593743659293e-01
1093,5.12343750e+00,3.4689095655514379e-01
1094,5.12812500e+00,3.4690671201777534e-01
1095,5.13281250e+00,3.4689346563315965e-01
1096,5.13750000e+00,3.4690871455265104e-01
1097,5.14218750e+00,3.4689323412748613e-01
1098,5.14687500e+00,3.4690663660107912e-01
1099,5.15156250e+00,3.4689075576090489e-01
1100,5.15625000e+00,3.4690657091026161e-01
1101,5.16093750e+00,3.4689077714318123e-01
1102,5.16562500e+00,3.4690611025811152e-01
1103,5.17031250e+00,3.4689306353579763e-01
1104,5.17500000e+00,3.4690657475680636e-01
1105,5.17968750e+00,3.4689128605049663e-01
1106,5.18437500e+00,3.4690498671582437e-01
1107,5.18906250e+00,3.4689199706595919e-01
1108,5.19375000e+00,3.4690440891884422e-01
1109,5.19843750e+00,3.4689244928104213e-01
1110,5.20312500e+00,3.4690736925606092e-01
1111,5.20781250e+00,3.4689344003908168e-01
1112,5.21250000e+00,3.4690780269127286e-01
1113,5.21718750e+00,3.4689278001350060e-01
1114,5.22187500e+00,3.4690613716356905e-01
1115,5.22656250e+00,3.4689336846778751e-01
1116,5.23125000e+00,3.4690902506385196e-01
1117,5.23593750e+00,3.4689245495914517e-01
1118,5.24062500e+00,3.4690655881465854e-01
1119,5.24531250e+00,3.4689420662256115e-01
1120,5.25000000e+00,3.4690679456497520e-01
1121,5.25468750e+00,3.4689379728874181e-01
1122,5.25937500e+00,3.4690487292435473e-01
1123,5.26406250e+00,3.4689255488844079e-01
1124,5.26875000e+00,3.4690410940592481e-01
1125,5.27343750e+00,3.4689112078832679e-01
1126,5.27812500e+00,3.4690490056084472e-01
1127,5.28281250e+00,3.4688888862049633e-01
1128,5.28750000e+00,3.4690520931508090e-01
1129,5.29218750e+00,3.4688967069868182e-01
1130,5.29687500e+00,3.4690522008564784e-01
1131,5.30156250e+00,3.4689227113923027e-01
1132,5.30625000e+00,3.4690636392535429e-01
1133,5.31093750e+00,3.4689112283626061e-01
1134,5.31562500e+00,3.4690476951978610e-01
1135,5.32031250e+00,3.4689235190080014e-01
1136,5.32500000e+00,3.4690480410293068e-01
1137,5.32968750e+00,3.4689250719571257e-01
1138,5.33437500e+00,3.4690503313436361e-01
1139,5.33906250e+00,3.4689264858876284e-01
1140,5.34375000e+00,3.4690535564777053e-01
1141,5.34843750e+00,3.4688948155447180e-01
1142,5.35312500e+00,3.4690263398215243e-01
1143,5.35781250e+00,3.4689041666008219e-01
1144,5.36250000e+00,3.4690264698392564e-01
1145,5.36718750e+00,3.4689065133997143e-01
1146,5.37187500e+00,3.4690409782620574e-01
1147,5.37656250e+00,3.4689230001509147e-01
1148,5.38125000e+00,3.4690418886224333e-01
1149,5.38593750e+00,3.4689066108153743e-01
1150,5.39062500e+00,3.4690106189186620e-01
1151,5.39531250e+00,3.4689343991467708e-01
1152,5.40000000e+00,3.4690445583371732e-01
1153,5.40468750e+00,3.4689091736819849e-01
1154,5.40937500e+00,3.4690181721515678e-01
1155,5.41406250e+00,3.4689049433383479e-01
1156,5.41875000e+00,3.4690180681438848e-01
1157,5.42343750e+00,3.4689202038622802e-01
1158,5.42812500e+00,3.4690122753670594e-01
1159,5.43281250e+00,3.4689491045919801e-01
1160,5.43750000e+00,3.4690097863624658e-01
1161,5.44218750e+00,3.4689715560232359e-01
1162,5.44687500e+00,3.4690129717135171e-01
1163,5.45156250e+00,3.4689588087752826e-01
1164,5.45625000e+00,3.4689896842515822e-01
1165,5.46093750e+00,3.4689742910231458e-01
1166,5.46562500e+00,3.4689987978648279e-01
1167,5.47031250e+00,3.4689840611325945e-01
1168,5.47500000e+00,3.4689861958338175e-01
1169,5.47968750e+00,3.4689646768450355e-01
1170,5.48437500e+00,3.4689836733715967e-01
1171,5.48906250e+00,3.4689102233272689e-01
1172,5.49375000e+00,3.4690116549922478e-01
1173,5.49843750e+00,3.4689021676938941e-01
1174,5.50312500e+00,3.4690156822607454e-01
1175,5.50781250e+00,3.4689103740737470e-01
1176,5.51250000e+00,3.4690171430553951e-01
1177,5.51718750e+00,3.4689259646736043e-01
1178,5.52187500e+00,3.4689818666145522e-01
1179,5.52656250e+00,3.4689249864997385e-01
1180,5.53125000e+00,3.4690097953207716e-01
1181,5.53593750e+00,3.4689364445723653e-01
1182,5.54062500e+00,3.4690248271226515e-01
1183,5.54531250e+00,3.4689421902644590e-01
1184,5.55000000e+00,3.4689942730367496e-01
1185,5.55468750e+00,3.4689266071064156e-01
1186,5.55937500e+00,3.4690176029709885e-01
1187,5.56406250e+00,3.4688981545404840e-01
1188,5.56875000e+00,3.4690083532706822e-01
1189,5.57343750e+00,3.4689017262933991e-01
1190,5.57812500e+00,3.4689914546990408e-01
1191,5.58281250e+00,3.4689132612462681e-01
1192,5.58750000e+00,3.4689871035799297e-01
1193,5.59218750e+00,3.4689249201507205e-01
1194,5.59687500e+00,3.4690026800473855e-01
1195,5.60156250e+00,3.4689126106452994e-01
1196,5.60625000e+00,3.4689767232879931e-01
1197,5.61093750e+00,3.4689162449261957e-01
1198,5.61562500e+00,3.4689865856459973e-01
1199,5.62031250e+00,3.4689328574278472e-01
1200,5.62500000e+00,3.4689595151957842e-01
1201,5.62968750e+00,3.4689618955810020e-01
1202,5.63437500e+00,3.4689574287129971e-01
1203,5.63906250e+00,3.4690007742765655e-01
1204,5.64375000e+00,3.4689471366095975e-01
1205,5.64843750e+00,3.4689906336193055e-01
1206,5.65312500e+00,3.4689355674097655e-01
1207,5.65781250e+00,3.4689969282248895e-01
1208,5.66250000e+00,3.4689368751420036e-01
1209,5.66718750e+00,3.4689948917430952e-01
1210,5.67187500e+00,3.4689435233276145e-01
1211,5.67656250e+00,3.4690051648604986e-01
1212,5.68125000e+00,3.4689342362776415e-01
1213,5.68593750e+00,3.4689471156595569e-01
1214,5.69062500e+00,3.4689593763474480e-01
1215,5.69531250e+00,3.4690006326142614e-01
1216,5.70000000e+00,3.4689637408658841e-01
1217,5.70468750e+00,3.4690070497681497e-01
1218,5.70937500e+00,3.4689590560187983e-01
1219,5.71406250e+00,3.4689946400977828e-01
1220,5.71875000e+00,3.4689452413838406e-01
1221,5.72343750e+00,3.4689711502864712e-01
1222,5.72812500e+00,3.4689620114883546e-01
1223,5.73281250e+00,3.4689709067853108e-01
1224,5.73750000e+00,3.4689871056654970e-01
1225,5.74218750e+00,3.4689652285312078e-01
1226,5.74687500e+00,3.4689805027972243e-01
1227,5.75156250e+00,3.4689547792871206e-01
1228,5.75625000e+00,3.4690005560111670e-01
1229,5.76093750e+00,3.4689583244712124e-01
1230,5.76562500e+00,3.4690044609542697e-01
1231,5.77031250e+00,3.4689194923251104e-01
1232,5.77500000e+00,3.4690286031891826e-01
1233,5.77968750e+00,3.4689556792213683e-01
1234,5.78437500e+00,3.4690210607305022e-01
1235,5.78906250e+00,3.4689503082629519e-01
1236,5.79375000e+00,3.4690340583973983e-01
1237,5.79843750e+00,3.4689484115415858e-01
1238,5.80312500e+00,3.4690314606033795e-01
1239,5.80781250e+00,3.4689596867663575e-01
1240,5.81250000e+00,3.4689902587866506e-01
1241,5.81718750e+00,3.4689418977480929e-01
1242,5.82187500e+00,3.4690007820074847e-01
1243,5.82656250e+00,3.4689421644936497e-01
1244,5.83125000e+00,3.4689769014646665e-01
1245,5.83593750e+00,3.4689330222176706e-01
1246,5.84062500e+00,3.4689812416864546e-01
1247,5.84531250e+00,3.4689515263506576e-01
1248,5.85000000e+00,3.4689939303482364e-01
1249,5.85468750e+00,3.4689425480566166e-01
1250,5.85937500e+00,3.4689762875059243e-01
1251,5.86406250e+00,3.4689443717071733e-01
1252,5.86875000e+00,3.4689702668154931e-01
1253,5.87343750e+00,3.4689467463429824e-01
1254,5.87812500e+00,3.4689401631813171e-01
1255,5.88281250e+00,3.4689500523589212e-01
1256,5.88750000e+00,3.4689563069187862e-01
1257,5.89218750e+00,3.4689335802894794e-01
1258,5.89687500e+00,3.4689803063770031e-01
1259,5.90156250e+00,3.4689579893508060e-01
1260,5.90625000e+00,3.4689678755750480e-01
1261,5.91093750e+00,3.4689429365046903e-01
1262,5.91562500e+00,3.4689944140751378e-01
1263,5.92031250e+00,3.4689809191043114e-01
1264,5.92500000e+00,3.4690318887272897e-01
1265,5.92968750e+00,3.4689712833278574e-01
1266,5.93437500e+00,3.4690401093257323e-01
1267,5.93906250e+00,3.4689526804523979e-01
1268,5.94375000e+00,3.4690524014534746e-01
1269,5.94843750e+00,3.4689769116351515e-01
1270,5.95312500e+00,3.4690619916193666e-01
1271,5.95781250e+00,3.4689636970105736e-01
1272,5.96250000e+00,3.4690267154711807e-01
1273,5.96718750e+00,3.4689719939668889e-01
1274,5.97187500e+00,3.4690303444220377e-01
1275,5.97656250e+00,3.4689471938305633e-01
1276,5.98125000e+00,3.4690142493273879e-01
1277,5.98593750e+00,3.4689643092253619e-01
1278,5.99062500e+00,3.4690520571205891e-01
1279,5.99531250e+00,3.4689788505325569e-01
1280,6.00000000e+00,3.4690439532962225e-01
1281,6.00468750e+00,3.4689907127223280e-01
1282,6.00937500e+00,3.4690644338864590e-01
1283,6.01406250e+00,3.4689834490017457e-01
1284,6.01875000e+00,3.4690505460151577e-01
1285,6.02343750e+00,3.4689683660401832e-01
1286,6.02812500e+00,3.4690161333998348e-01
1287,6.03281250e+00,3.4689679535097384e-01
1288,6.03750000e+00,3.4689957001197352e-01
1289,6.04218750e+00,3.4689604656867051e-01
1290,6.04687500e+00,3.4689877105298383e-01
1291,6.05156250e+00,3.4689653578293594e-01
1292,6.05625000e+00,3.4690052478698169e-01
1293,6.06093750e+00,3.4689671394445859e-01
1294,6.06562500e+00,3.4689894634276847e-01
1295,6.07031250e+00,3.4689692606931244e-01
1296,6.07500000e+00,3.4690125260031685e-01
1297,6.07968750e+00,3.4689838278991186e-01
1298,6.08437500e+00,3.4690325533432714e-01
1299,6.08906250e+00,3.4689895399936688e-01
1300,6.09375000e+00,3.4690409015566720e-01
1301,6.09843750e+00,3.4689691557751778e-01
1302,6.10312500e+00,3.4690418256318084e-01
1303,6.10781250e+00,3.4689845938575015e-01
1304,6.11250000e+00,3.4690316493866191e-01
1305,6.11718750e+00,3.4689879624874770e-01
1306,6.12187500e+00,3.4689901039055177e-01
1307,6.12656250e+00,3.4689629851672399e-01
1308,6.13125000e+00,3.4690165003785506e-01
1309,6.13593750e+00,3.4689952796228335e-01
1310,6.14062500e+00,3.4690417251823058e-01
1311,6.14531250e+00,3.4690078177892464e-01
1312,6.15000000e+00,3.4690365796440664e-01
1313,6.15468750e+00,3.4690157167687097e-01
1314,6.15937500e+00,3.4690655511210283e-01
1315,6.16406250e+00,3.4689989576620145e-01
1316,6.16875000e+00,3.4690037727367595e-01
1317,6.17343750e+00,3.4689883388138698e-01
1318,6.17812500e+00,3.4690155401956507e-01
1319,6.18281250e+00,3.4689705978921687e-01
1320,6.18750000e+00,3.4689884744601907e-01
1321,6.19218750e+00,3.4689794694923770e-01
1322,6.19687500e+00,3.4689548107047780e-01
1323,6.20156250e+00,3.4689655501810873e-01
1324,6.20625000e+00,3.4689588770094820e-01
1325,6.21093750e+00,3.4689874372870233e-01
1326,6.21562500e+00,3.4689518107982337e-01
1327,6.22031250e+00,3.4689781773150097e-01
1328,6.22500000e+00,3.4689387300425351e-01
1329,6.22968750e+00,3.4690145386216098e-01
1330,6.23437500e+00,3.4689364789568683e-01
1331,6.23906250e+00,3.4690118417659654e-01
1332,6.24375000e+00,3.4689403606582103e-01
1333,6.24843750e+00,3.4690041151930057e-01
1334,6.25312500e+00,3.4689629922463372e-01
1335,6.25781250e+00,3.4690244257823083e-01
1336,6.26250000e+00,3.4689781523749680e-01
1337,6.26718750e+00,3.4690081113821203e-01
1338,6.27187500e+00,3.4690064274807914e-01
1339,6.27656250e+00,3.4690358278304639e-01
1340,6.28125000e+00,3.4690034268098313e-01
1341,6.28593750e+00,3.4690281377234983e-01
1342,6.29062500e+00,3.4690001057607750e-01
1343,6.29531250e+00,3.4690144557081076e-01
1344,6.30000000e+00,3.4690009401956418e-01
1345,6.30468750e+00,3.4690116356181866e-01
1346,6.30937500e+00,3.4689781680892895e-01
1347,6.31406250e+00,3.4690066469284764e-01
1348,6.31875000e+00,3.4689598989909692e-01
1349,6.32343750e+00,3.4689949967942368e-01
1350,6.32812500e+00,3.4689626604655194e-01
1351,6.33281250e+00,3.4690183677183317e-01
1352,6.33750000e+00,3.4689268859668843e-01
1353,6.34218750e+00,3.4690175211277052e-01
1354,6.34687500e+00,3.4689250680173062e-01
1355,6.35156250e+00,3.4689813585152596e-01
1356,6.35625000e+00,3.4689342782730215e-01
1357,6.36093750e+00,3.4690012931177122e-01
1358,6.36562500e+00,3.4689735807322136e-01
1359,6.37031250e+00,3.4689925256679205e-01
1360,6.37500000e+00,3.4689598491305396e-01
1361,6.37968750e+00,3.4689880731185274e-01
1362,6.38437500e+00,3.4689645413025705e-01
1363,6.38906250e+00,3.4689958468625071e-01
1364,6.39375000e+00,3.4689322593210470e-01
1365,6.39843750e+00,3.4690247330261653e-01
1366,6.40312500e+00,3.4689327966849276e-01
1367,6.40781250e+00,3.4689888702426608e-01
1368,6.41250000e+00,3.4689522544411139e-01
1369,6.41718750e+00,3.4689821374417795e-01
1370,6.42187500e+00,3.4689565427159558e-01
1371,6.42656250e+00,3.4690031147750711e-01
1372,6.43125000e+00,3.4689626507353022e-01
1373,6.43593750e+00,3.4689752543322078e-01
1374,6.44062500e+00,3.4689681012675394e-01
1375,6.44531250e+00,3.4689869671108037e-01
1376,6.45000000e+00,3.4689917497379796e-01
1377,6.45468750e+00,3.4689935068842392e-01
1378,6.45937500e+00,3.4689927234427720e-01
1379,6.46406250e+00,3.4689857481824959e-01
1380,6.46875000e+00,3.4690036205132868e-01
1381,6.47343750e+00,3.4690035597977242e-01
1382,6.47812500e+00,3.4690149247611185e-01
1383,6.48281250e+00,3.4689938398178771e-01
1384,6.48750000e+00,3.4690590900353324e-01
1385,6.49218750e+00,3.4689827417439928e-01
1386,6.49687500e+00,3.4690338711287794e-01
1387,6.50156250e+00,3.4689865158836070e-01
1388,6.50625000e+00,3.4690271435975589e-01
1389,6.51093750e+00,3.4689677276884462e-01
1390,6.51562500e+00,3.4690059814888419e-01
1391,6.52031250e+00,3.4689592403321945e-01
1392,6.52500000e+00,3.4690151140346553e-01
1393,6.52968750e+00,3.4689595075837165e-01
1394,6.53437500e+00,3.4690195697210796e-01
1395,6.53906250e+00,3.4689960740150771e-01
1396,6.54375000e+00,3.4690085696610873e-01
1397,6.54843750e+00,3.4689730323243340e-01
1398,6.55312500e+00,3.4690177860876326e-01
1399,6.55781250e+00,3.4689920954569498e-01
1400,6.56250000e+00,3.4690130799862040e-01
1401,6.56718750e+00,3.4689983621001758e-01
1402,6.57187500e+00,3.4689883718818454e-01
1403,6.57656250e+00,3.4690181448292107e-01
1404,6.58125000e+00,3.4690493264271360e-01
1405,6.58593750e+00,3.4690187264886940e-01
1406,6.59062500e+00,3.4690538246537245e-01
1407,6.59531250e+00,3.4689648739904522e-01
1408,6.60000000e+00,3.4690645009837906e-01
1409,6.60468750e+00,3.4689959823747019e-01
1410,6.60937500e+00,3.4690740032880285e-01
1411,6.61406250e+00,3.4689744777472226e-01
1412,6.61875000e+00,3.4690740426615202e-01
1413,6.62343750e+00,3.4689900602479695e-01
1414,6.62812500e+00,3.4691020506741377e-01
1415,6.63281250e+00,3.4690072094071273e-01
1416,6.63750000e+00,3.4691157932123856e-01
1417,6.64218750e+00,3.4690017880773616e-01
1418,6.64687500e+00,3.4691147719254900e-01
1419,6.65156250e+00,3.4689906186448594e-01
1420,6.65625000e+00,3.4691192060703646e-01
1421,6.66093750e+00,3.4690116430193546e-01
1422,6.66562500e+00,3.4691163406530789e-01
1423,6.67031250e+00,3.4689855389961377e-01
1424,6.67500000e+00,3.4690522478220615e-01
1425,6.67968750e+00,3.4689718657890944e-01
1426,6.68437500e+00,3.4690644836808698e-01
1427,6.68906250e+00,3.4689870359581998e-01
1428,6.69375000e+00,3.4690856160328942e-01
1429,6.69843750e+00,3.4689816217455899e-01
1430,6.70312500e+00,3.4690737094914109e-01
1431,6.70781250e+00,3.4689420800082033e-01
1432,6.71250000e+00,3.4690480742668045e-01
1433,6.71718750e+00,3.4689592929724833e-01
1434,6.72187500e+00,3.4690580290950063e-01
1435,6.72656250e+00,3.4689771706856803e-01
1436,6.73125000e+00,3.4690632664541488e-01
1437,6.73593750e+00,3.4689741760610260e-01
1438,6.74062500e+00,3.4690650260749384e-01
1439,6.74531250e+00,3.4689876697837846e-01
1440,6.75000000e+00,3.4690970259463516e-01
1441,6.75468750e+00,3.4689839584686000e-01
1442,6.75937500e+00,3.4690846305081646e-01
1443,6.76406250e+00,3.4689911494177433e-01
1444,6.76875000e+00,3.4690942323568413e-01
1445,6.77343750e+00,3.4689610643888269e-01
1446,6.77812500e+00,3.4690889530268171e-01
1447,6.78281250e+00,3.4689976338633460e-01
1448,6.78750000e+00,3.4691142105295270e-01
1449,6.79218750e+00,3.4689986025501657e-01
1450,6.79687500e+00,3.4691282231432063e-01
1451,6.80156250e+00,3.4690114934927163e-01
1452,6.80625000e+00,3.4691030686278274e-01
1453,6.81093750e+00,3.4690033975704521e-01
1454,6.81562500e+00,3.4690755169446646e-01
1455,6.82031250e+00,3.4689980143767662e-01
1456,6.82500000e+00,3.4691033757835010e-01
1457,6.82968750e+00,3.4689941144331499e-01
1458,6.83437500e+00,3.4690640432937464e-01
1459,6.83906250e+00,3.4689632868211079e-01
1460,6.84375000e+00,3.4690250267485140e-01
1461,6.84843750e+00,3.4689480749455642e-01
1462,6.85312500e+00,3.4690260083082120e-01
1463,6.85781250e+00,3.4689801488285449e-01
1464,6.86250000e+00,3.4690572086706972e-01
1465,6.86718750e+00,3.4689877123386437e-01
1466,6.87187500e+00,3.4690386595142270e-01
1467,6.87656250e+00,3.4689797376418957e-01
1468,6.88125000e+00,3.4690645188353492e-01
1469,6.88593750e+00,3.4689773644267058e-01
1470,6.89062500e+00,3.4690430043454312e-01
1471,6.89531250e+00,3.4689828738047662e-01
1472,6.90000000e+00,3.4690351733273422e-01
1473,6.90468750e+00,3.4689762035355176e-01
1474,6.90937500e+00,3.4690993243791030e-01
1475,6.91406250e+00,3.4690079439457483e-01
1476,6.91875000e+00,3.4690912026285792e-01
1477,6.92343750e+00,3.4690171027690819e-01
1478,6.92812500e+00,3.4690825740793707e-01
1479,6.93281250e+00,3.4690108927159718e-01
1480,6.93750000e+00,3.4690773845070383e-01
1481,6.94218750e+00,3.4690222747909827e-01
1482,6.94687500e+00,3.4690800639543407e-01
1483,6.95156250e+00,3.4690139792639213e-01
1484,6.95625000e+00,3.4690556608437501e-01
1485,6.96093750e+00,3.4690030641908487e-01
1486,6.96562500e+00,3.4690606652633027e-01
1487,6.97031250e+00,3.4690025780518002e-01
1488,6.97500000e+00,3.4690718284994077e-01
1489,6.97968750e+00,3.4689801474661830e-01
1490,6.98437500e+00,3.4690383624293220e-01
1491,6.98906250e+00,3.4690095589800357e-01
1492,6.99375000e+00,3.4690328504295537e-01
1493,6.99843750e+00,3.4689916302529028e-01
1494,7.00312500e+00,3.4690419471309775e-01
1495,7.00781250e+00,3.4690161438347938e-01
1496,7.01250000e+00,3.4690453005429139e-01
1497,7.01718750e+00,3.4689891325358002e-01
1498,7.02187500e+00,3.4690609568809949e-01
1499,7.02656250e+00,3.4689959285417421e-01
1500,7.03125000e+00,3.4690654697440976e-01
1501,7.03593750e+00,3.4689990580244207e-01
1502,7.04062500e+00,3.4690678689922472e-01
1503,7.04531250e+00,3.4689969220709926e-01
1504,7.05000000e+00,3.4690982462072228e-01
1505,7.05468750e+00,3.4689909227200511e-01
1506,7.05937500e+00,3.4690701700074894e-01
1507,7.06406250e+00,3.4690074076613925e-01
1508,7.06875000e+00,3.4690598263201655e-01
1509,7.07343750e+00,3.4689757014711003e-01
1510,7.07812500e+00,3.4690421978886504e-01
1511,7.08281250e+00,3.4689835317644868e-01
1512,7.08750000e+00,3.4690560231771961e-01
1513,7.09218750e+00,3.4689965013357077e-01
1514,7.09687500e+00,3.4690652619123263e-01
1515,7.10156250e+00,3.4690145595403615e-01
1516,7.10625000e+00,3.4690790920988934e-01
1517,7.11093750e+00,3.4689728877534248e-01
1518,7.11562500e+00,3.4690345882506118e-01
1519,7.12031250e+00,3.4689537070402621e-01
1520,7.12500000e+00,3.4690588390191063e-01
1521,7.12968750e+00,3.4689874076427774e-01
1522,7.13437500e+00,3.4690471913084292e-01
1523,7.13906250e+00,3.4690010752138711e-01
1524,7.14375000e+00,3.4690941357504596e-01
1525,7.14843750e+00,3.4689913647835513e-01
1526,7.15312500e+00,3.4690729715872687e-01
1527,7.15781250e+00,3.4689876414574355e-01
1528,7.16250000e+00,3.4690530777262563e-01
1529,7.16718750e+00,3.4689671968832303e-01
1530,7.17187500e+00,3.4690230768337066e-01
1531,7.17656250e+00,3.4689736682722438e-01
1532,7.18125000e+00,3.4690189626651807e-01
1533,7.18593750e+00,3.4689474204431170e-01
1534,7.19062500e+00,3.4690138621796596e-01
1535,7.19531250e+00,3.4689631854041736e-01
1536,7.20000000e+00,3.4689857256346540e-01
1537,7.20468750e+00,3.4689520861430173e-01
1538,7.20937500e+00,3.4689749633254002e-01
1539,7.21406250e+00,3.4689547800021175e-01
1540,7.21875000e+00,3.4689825332975538e-01
1541,7.22343750e+00,3.4689767959652401e-01
1542,7.22812500e+00,3.4689935024428620e-01
1543,7.23281250e+00,3.4689525545059807e-01
1544,7.23750000e+00,3.4690013439340001e-01
1545,7.24218750e+00,3.4689636027096343e-01
1546,7.24687500e+00,3.4689595982761229e-01
1547,7.25156250e+00,3.4689729456917118e-01
1548,7.25625000e+00,3.4689805404427321e-01
1549,7.26093750e+00,3.4689451564289414e-01
1550,7.26562500e+00,3.4689934674631923e-01
1551,7.27031250e+00,3.4689649621855057e-01
1552,7.27500000e+00,3.4690008867552530e-01
1553,7.27968750e+00,3.4689545327556237e-01
1554,7.28437500e+00,3.4690577309561227e-01
1555,7.28906250e+00,3.4689467523340617e-01
1556,7.29375000e+00,3.4690548430301332e-01
1557,7.29843750e+00,3.4689751921160189e-01
1558,7.30312500e+00,3.4690756387327992e-01
1559,7.30781250e+00,3.4689772415171360e-01
1560,7.31250000e+00,3.4690568473540773e-01
1561,7.31718750e+00,3.4689729388008506e-01
1562,7.32187500e+00,3.4690243042881735e-01
1563,7.32656250e+00,3.4689774239505089e-01
1564,7.33125000e+00,3.4690269726615297e-01
1565,7.33593750e+00,3.4689864398053605e-01
1566,7.34062500e+00,3.4690412763142658e-01
1567,7.34531250e+00,3.4689768809794391e-01
1568,7.35000000e+00,3.4690582253172847e-01
1569,7.35468750e+00,3.4689979383507502e-01
1570,7.35937500e+00,3.4690771867506293e-01
1571,7.36406250e+00,3.4690168023703238e-01
1572,7.36875000e+00,3.4690498484797294e-01
1573,7.37343750e+00,3.4690284602385024e-01
1574,7.37812500e+00,3.4690398655097682e-01
1575,7.38281250e+00,3.4690518526139730e-01
1576,7.38750000e+00,3.4690215884514586e-01
1577,7.39218750e+00,3.4690261119848237e-01
1578,7.39687500e+00,3.4690561610528392e-01
1579,7.40156250e+00,3.4690119163564581e-01
1580,7.40625000e+00,3.4689977724378168e-01
1581,7.41093750e+00,3.4690321136131591e-01
1582,7.41562500e+00,3.4690136844493036e-01
1583,7.42031250e+00,3.4690070293480801e-01
1584,7.42500000e+00,3.4690249852598959e-01
1585,7.42968750e+00,3.4690392419459792e-01
1586,7.43437500e+00,3.4690125339176164e-01
1587,7.43906250e+00,3.4690458522167295e-01
1588,7.44375000e+00,3.4690093104158021e-01
1589,7.44843750e+00,3.4690700358908227e-01
1590,7.45312500e+00,3.4690028672573953e-01
1591,7.45781250e+00,3.4690466151950011e-01
1592,7.46250000e+00,3.4689605194541989e-01
1593,7.46718750e+00,3.4690545072030632e-01
1594,7.47187500e+00,3.4689534516356829e-01
1595,7.47656250e+00,3.4690973276464310e-01
1596,7.48125000e+00,3.4689700153746666e-01
1597,7.48593750e+00,3.4691376864612833e-01
1598,7.49062500e+00,3.4689543905776782e-01
1599,7.49531250e+00,3.4691298615580884e-01
1600,7.50000000e+00,3.4689594941008056e-01
1601,7.50468750e+00,3.4691084845221398e-01
1602,7.50937500e+00,3.4689812152726601e-01
1603,7.51406250e+00,3.4691180662941418e-01
1604,7.51875000e+00,3.4689794352527165e-01
1605,7.52343750e+00,3.4691109099120976e-01
1606,7.52812500e+00,3.4689578156384521e-01
1607,7.53281250e+00,3.4691155659510448e-01
1608,7.53750000e+00,3.4689377775112379e-01
1609,7.54218750e+00,3.4690959847419472e-01
1610,7.54687500e+00,3.4689577632954038e-01
1611,7.55156250e+00,3.4690860126160933e-01
1612,7.55625000e+00,3.4689724417504403e-01
1613,7.56093750e+00,3.4690594547511461e-01
1614,7.56562500e+00,3.4689520309351646e-01
1615,7.57031250e+00,3.4690427862419665e-01
1616,7.57500000e+00,3.4689647826671810e-01
1617,7.57968750e+00,3.4690321842040367e-01
1618,7.58437500e+00,3.4689721395155976e-01
1619,7.58906250e+00,3.4690571669056036e-01
1620,7.59375000e+00,3.4689727357095601e-01
1621,7.59843750e+00,3.4690702911417604e-01
1622,7.60312500e+00,3.4689479399476364e-01
1623,7.60781250e+00,3.4690891742056257e-01
1624,7.61250000e+00,3.4689630490329448e-01
1625,7.61718750e+00,3.4690620899332947e-01
1626,7.62187500e+00,3.4689606646359950e-01
1627,7.62656250e+00,3.4690596376089761e-01
1628,7.63125000e+00,3.4689790024456002e-01
1629,7.63593750e+00,3.4690486998150721e-01
1630,7.64062500e+00,3.4689628871674894e-01
1631,7.64531250e+00,3.4690215613452041e-01
1632,7.65000000e+00,3.4689831562599072e-01
1633,7.65468750e+00,3.4690528025755674e-01
1634,7.65937500e+00,3.4689636113043981e-01
1635,7.66406250e+00,3.4690553474298447e-01
1636,7.66875000e+00,3.4689358523610064e-01
1637,7.67343750e+00,3.4690363360073639e-01
1638,7.67812500e+00,3.4689064897666361e-01
1639,7.68281250e+00,3.4690441244363640e-01
1640,7.68750000e+00,3.4689040654768316e-01
1641,7.69218750e+00,3.4690647307973949e-01
1642,7.69687500e+00,3.4689255936555541e-01
1643,7.70156250e+00,3.4690712637464927e-01
1644,7.70625000e+00,3.4689275029562389e-01
1645,7.71093750e+00,3.4690519698372085e-01
1646,7.71562500e+00,3.4689397042296444e-01
1647,7.72031250e+00,3.4690711315200107e-01
1648,7.72500000e+00,3.4689255773629563e-01
1649,7.72968750e+00,3.4690331751761688e-01
1650,7.73437500e+00,3.4689466689962589e-01
1651,7.73906250e+00,3.4690144919166310e-01
1652,7.74375000e+00,3.4689161580662409e-01
1653,7.74843750e+00,3.4690153064792245e-01
1654,7.75312500e+00,3.4689122862075689e-01
1655,7.75781250e+00,3.4690317866653014e-01
1656,7.76250000e+00,3.4689072434396723e-01
1657,7.76718750e+00,3.4690097752946336e-01
1658,7.77187500e+00,3.4688976336126770e-01
1659,7.77656250e+00,3.4690238019878589e-01
1660,7.78125000e+00,3.4688951803612189e-01
1661,7.78593750e+00,3.4690293351266471e-01
1662,7.79062500e+00,3.4689330670299356e-01
1663,7.79531250e+00,3.4690092527081373e-01
